athlete_id,first_name,last_name,full_name,display_name,weight,height,position_abbreviation,experience_years,receiving_long_reception,receiving_receiving_touchdowns,receiving_receiving_yards,receiving_receptions
4567804,Hudson,Wolfe,Hudson Wolfe,Hudson Wolfe,230,79,TE,2,18,0,36,2
4567804,Hudson,Wolfe,Hudson Wolfe,Hudson Wolfe,230,79,TE,2,18,0,36,2
4568425,Beau,Johnson,Beau Johnson,Beau Johnson,225,73,TE,4,16,0,25,3
4568425,Beau,Johnson,Beau Johnson,Beau Johnson,225,73,TE,4,16,0,25,3
4568649,Ethan,Hall,Ethan Hall,Ethan Hall,240,75,TE,4,21,0,37,7
4569094,Jackson,McDonald,Jackson McDonald,Jackson McDonald,220,77,TE,3,23,0,116,11
4569423,Hudson,Habermehl,Hudson Habermehl,Hudson Habermehl,250,79,TE,4,45,2,142,7
4569508,Evan,Morris,Evan Morris,Evan Morris,245,77,TE,4,4,0,8,4
4569547,Nick,Kallerup,Nick Kallerup,Nick Kallerup,270,77,TE,4,5,0,12,3
4569557,Miki,Suguturaga,Miki Suguturaga,Miki Suguturaga,256,76,TE,3,17,1,42,4
4569557,Miki,Suguturaga,Miki Suguturaga,Miki Suguturaga,256,76,TE,3,17,1,42,4
4569615,Thomas,Gordon,Thomas Gordon,Thomas Gordon,245,77,TE,4,18,1,109,12
4569653,Shane,Calhoun,Shane Calhoun,Shane Calhoun,242,75,TE,3,17,2,119,15
4569727,Louis,Hansen,Louis Hansen,Louis Hansen,238,75,TE,2,18,0,33,2
4569951,Isaac,Rex,Isaac Rex,Isaac Rex,255,78,TE,3,65,3,422,34
4570037,Terrance,Ferguson,Terrance Ferguson,Terrance Ferguson,255,77,TE,3,33,5,396,40
4570037,Terrance,Ferguson,Terrance Ferguson,Terrance Ferguson,255,77,TE,3,33,5,396,40
4570200,Jack,Bradley,Jack Bradley,Jack Bradley,256,77,TE,4,41,1,94,8
4570286,Tyler,Foster,Tyler Foster,Tyler Foster,249,79,TE,4,50,0,202,19
4570315,Dalton,Andrews,Dalton Andrews,Dalton Andrews,255,74,TE,3,10,2,26,4
4570417,Garrett,Miller,Garrett Miller,Garrett Miller,250,77,TE,4,28,2,243,30
4570532,Todd,Justice,Todd Justice,Todd Justice,244,75,TE,3,6,0,9,2
4570580,Sean,Brown,Sean Brown,Sean Brown,250,77,TE,3,58,5,292,18
4570581,Hunter,Salmon,Hunter Salmon,Hunter Salmon,249,77,TE,4,14,0,21,2
4570740,Bryce,Butler,Bryce Butler,Bryce Butler,258,74,TE,2,9,1,15,3
4570792,Blake,Gobel,Blake Gobel,Blake Gobel,250,78,TE,4,38,2,231,20
4570846,Anthony,Manaves,Anthony Manaves,Anthony Manaves,235,76,TE,3,13,1,106,14
4570966,Chase,Lanckriet,Chase Lanckriet,Chase Lanckriet,241,75,TE,3,72,2,286,19
4570966,Chase,Lanckriet,Chase Lanckriet,Chase Lanckriet,241,75,TE,3,72,2,286,19
4571178,William,Enneking,William Enneking,William Enneking,260,75,RB,4,20,0,72,8
4571716,Jeff,Ciccio,Jeff Ciccio,Jeff Ciccio,234,77,TE,4,25,0,81,10
4571768,Alex,Moore,Alex Moore,Alex Moore,225,78,TE,2,21,2,102,10
4571942,Payten,Singletary,Payten Singletary,Payten Singletary,235,76,TE,3,32,2,115,12
4572558,Liam,McComas,Liam McComas,Liam McComas,192,73,TE,3,16,0,25,2
4572730,Evan,Brown,Evan Brown,Evan Brown,235,75,TE,3,19,1,24,2
4572785,Kahlil,Overton,Kahlil Overton,Kahlil Overton,230,77,TE,4,17,0,61,8
4572932,Michael,Vice,Michael Vice,Michael Vice,250,76,TE,4,9,1,29,8
4573065,Josh,Lifson,Josh Lifson,Josh Lifson,235,75,TE,4,19,0,59,6
4573065,Josh,Lifson,Josh Lifson,Josh Lifson,235,75,TE,4,19,0,59,6
4573456,Brady,Roark,Brady Roark,Brady Roark,230,74,TE,3,18,0,25,3
4573499,Nathan,Gaskamp,Nathan Gaskamp,Nathan Gaskamp,237,73,TE,4,11,0,17,3
4573499,Nathan,Gaskamp,Nathan Gaskamp,Nathan Gaskamp,237,73,TE,4,11,0,17,3
4573699,Jackson,Hawes,Jackson Hawes,Jackson Hawes,251,77,TE,4,28,1,97,9
4573699,Jackson,Hawes,Jackson Hawes,Jackson Hawes,251,77,TE,4,28,1,97,9
4573961,Naj,Johnson,Naj Johnson,Naj Johnson,222,74,TE,1,51,1,192,8
4573961,Naj,Johnson,Naj Johnson,Naj Johnson,222,74,TE,1,51,1,192,8
4574301,Kenny,Rawls,Kenny Rawls,Kenny Rawls,228,75,TE,3,40,2,95,8
4574301,Kenny,Rawls,Kenny Rawls,Kenny Rawls,228,75,TE,3,40,2,95,8
4574570,Kamari,Young,Kamari Young,Kamari Young,245,76,TE,4,59,1,366,24
4574570,Kamari,Young,Kamari Young,Kamari Young,245,76,TE,4,59,1,366,24
4574777,Dylan,Leonard,Dylan Leonard,Dylan Leonard,236,77,TE,4,23,1,127,13
4575093,Joshua,Quiett,Joshua Quiett,Joshua Quiett,218,76,TE,4,32,1,110,10
4575093,Joshua,Quiett,Joshua Quiett,Joshua Quiett,218,76,TE,4,32,1,110,10
4575252,Logan,Lutz,Logan Lutz,Logan Lutz,225,75,TE,4,6,0,10,3
4575252,Logan,Lutz,Logan Lutz,Logan Lutz,225,75,TE,4,6,0,10,3
4575672,Julian,Lopez,Julian Lopez,Julian Lopez,246,73,TE,3,8,0,16,3
4575672,Julian,Lopez,Julian Lopez,Julian Lopez,246,73,TE,3,8,0,16,3
4576226,Hunter,Brown,Hunter Brown,Hunter Brown,245,76,TE,3,60,3,387,33
4576280,Max,Mazzella,Max Mazzella,Max Mazzella,219,75,TE,4,13,1,34,4
4576297,AJ,Barner,AJ Barner,AJ Barner,251,78,TE,4,22,1,249,22
4577508,Tim,Stayskal,Tim Stayskal,Tim Stayskal,228,76,TE,3,31,0,61,2
4577510,Jaylen,Frierson,Jaylen Frierson,Jaylen Frierson,248,72,TE,3,25,1,76,4
4577510,Jaylen,Frierson,Jaylen Frierson,Jaylen Frierson,248,72,TE,3,25,1,76,4
4577762,Jake,Orlando,Jake Orlando,Jake Orlando,245,78,TE,4,13,0,28,4
4577940,Owen,Glascoe,Owen Glascoe,Owen Glascoe,258,76,TE,4,54,3,293,26
4578842,Chad,Aune,Chad Aune,Chad Aune,260,77,TE,3,9,0,33,6
4579071,Billy,Riviere III,Billy Riviere III,Billy Riviere III,250,76,TE,3,18,0,77,8
4579264,Dalton,Meyer,Dalton Meyer,Dalton Meyer,265,74,TE,4,18,1,29,4
4579563,Brennan,Brown,Brennan Brown,Brennan Brown,250,78,TE,4,25,2,59,5
4579566,Christion,Carter,Christion Carter,Christion Carter,240,79,TE,3,33,2,178,12
4580626,Ryan,Lonergan,Ryan Lonergan,Ryan Lonergan,243,76,TE,3,45,1,93,6
4583089,Var'Keyes,Gumms,Var'Keyes Gumms,Var'Keyes Gumms,242,75,TE,2,25,0,26,3
4583089,Var'Keyes,Gumms,Var'Keyes Gumms,Var'Keyes Gumms,242,75,TE,2,25,0,26,3
4590292,Thomas,Fidone II,Thomas Fidone II,Thomas Fidone II,250,78,TE,2,29,4,260,25
4592572,Mason,Tharp,Mason Tharp,Mason Tharp,270,81,TE,3,28,3,156,15
4594749,Michael,Trigg,Michael Trigg,Michael Trigg,240,75,TE,3,21,1,65,4
4595342,Oronde,Gadsden II,Oronde Gadsden II,Oronde Gadsden II,223,77,TE,3,17,1,67,7
4596346,Jordan,Dingle,Jordan Dingle,Jordan Dingle,238,76,TE,2,59,0,198,11
4596545,CJ,Dippre,CJ Dippre,CJ Dippre,257,77,TE,3,45,0,172,9
4596545,CJ,Dippre,CJ Dippre,CJ Dippre,257,77,TE,3,45,0,172,9
4596545,CJ,Dippre,CJ Dippre,CJ Dippre,257,77,TE,3,45,0,172,9
4602192,Landen,King,Landen King,Landen King,225,77,TE,2,28,3,166,14
4602969,Bryson,Nesbit,Bryson Nesbit,Bryson Nesbit,235,77,TE,3,62,5,585,41
4602969,Bryson,Nesbit,Bryson Nesbit,Bryson Nesbit,235,77,TE,3,62,5,585,41
4603191,David,Larkins,David Larkins,David Larkins,255,77,TE,2,23,3,99,13
4605858,Rivaldo,Fairweather,Rivaldo Fairweather,Rivaldo Fairweather,251,76,TE,3,53,6,349,33
4605996,Kris,Byrd,Kris Byrd,Kris Byrd,257,73,TE,3,9,0,17,2
4605996,Kris,Byrd,Kris Byrd,Kris Byrd,257,73,TE,3,9,0,17,2
4605996,Kris,Byrd,Kris Byrd,Kris Byrd,257,73,TE,3,9,0,17,2
4605996,Kris,Byrd,Kris Byrd,Kris Byrd,257,73,TE,3,9,0,17,2
4608520,Sam,Olson,Sam Olson,Sam Olson,238,75,TE,3,56,2,214,18
4608691,Maximilian,Mang,Maximilian Mang,Maximilian Mang,265,79,TE,3,7,1,12,2
4608803,Mason,Fakahua,Mason Fakahua,Mason Fakahua,240,74,TE,3,11,0,27,6
4608853,Peter,Montini,Peter Montini,Peter Montini,230,72,TE,4,11,0,21,3
4608858,Dan,Villari,Dan Villari,Dan Villari,235,76,TE,2,37,3,180,20
4608936,Ahmon,Green,Ahmon Green,Ahmon Green,255,74,TE,3,29,4,135,17
4609805,Trey,Walker,Trey Walker,Trey Walker,255,77,TE,4,20,1,81,10
4609805,Trey,Walker,Trey Walker,Trey Walker,255,77,TE,4,20,1,81,10
4612297,Markeston,Douglas,Markeston Douglas,Markeston Douglas,285,76,TE,3,42,2,136,11
4612589,Gavin,McKay,Gavin McKay,Gavin McKay,225,77,TE,2,16,0,18,4
4612824,Broc,Lane,Broc Lane,Broc Lane,245,76,TE,3,27,1,208,21
4613157,Jake,Clemons,Jake Clemons,Jake Clemons,260,78,TE,3,19,1,78,11
4613157,Jake,Clemons,Jake Clemons,Jake Clemons,260,78,TE,3,19,1,78,11
4613268,Joey,Bearns III,Joey Bearns III,Joey Bearns III,280,73,TE,2,7,0,8,3
4619186,Treylan,Davis,Treylan Davis,Treylan Davis,258,75,TE,2,1,0,2,2
4643696,Gunnar,Greenwald,Gunnar Greenwald,Gunnar Greenwald,240,76,TE,3,8,1,17,4
4643696,Gunnar,Greenwald,Gunnar Greenwald,Gunnar Greenwald,240,76,TE,3,8,1,17,4
4643696,Gunnar,Greenwald,Gunnar Greenwald,Gunnar Greenwald,240,76,TE,3,8,1,17,4
4643696,Gunnar,Greenwald,Gunnar Greenwald,Gunnar Greenwald,240,76,TE,3,8,1,17,4
4643696,Gunnar,Greenwald,Gunnar Greenwald,Gunnar Greenwald,240,76,TE,3,8,1,17,4
4682792,Jed,Castles,Jed Castles,Jed Castles,235,78,TE,2,38,3,241,25
4683007,JaCorey,Hyder,JaCorey Hyder,JaCorey Hyder,240,75,TE,2,19,0,20,2
4683007,JaCorey,Hyder,JaCorey Hyder,JaCorey Hyder,240,75,TE,2,19,0,20,2
4683007,JaCorey,Hyder,JaCorey Hyder,JaCorey Hyder,240,75,TE,2,19,0,20,2
4683119,Tyler,Moore,Tyler Moore,Tyler Moore,260,77,TE,2,14,1,25,4
4683119,Tyler,Moore,Tyler Moore,Tyler Moore,260,77,TE,2,14,1,25,4
4683119,Tyler,Moore,Tyler Moore,Tyler Moore,260,77,TE,2,14,1,25,4
4683119,Tyler,Moore,Tyler Moore,Tyler Moore,260,77,TE,2,14,1,25,4
4683119,Tyler,Moore,Tyler Moore,Tyler Moore,260,77,TE,2,14,1,25,4
4683243,Mitchell,Evans,Mitchell Evans,Mitchell Evans,260,77,TE,3,36,1,422,29
4683265,Weston,Wolff,Weston Wolff,Weston Wolff,240,76,TE,2,32,0,143,14
4683265,Weston,Wolff,Weston Wolff,Weston Wolff,240,76,TE,2,32,0,143,14
4683417,Miles,Campbell,Miles Campbell,Miles Campbell,240,75,TE,2,31,1,34,2
4683582,Lawson,Albright,Lawson Albright,Lawson Albright,237,77,TE,3,6,0,12,2
4683832,Carson,Williams,Carson Williams,Carson Williams,242,76,TE,2,24,0,58,7
4684068,Cameron,Harpole,Cameron Harpole,Cameron Harpole,250,76,TE,2,21,0,69,7
4684279,Charlie,Browder,Charlie Browder,Charlie Browder,250,79,TE,2,8,0,10,2
4684327,Colby,Powers,Colby Powers,Colby Powers,234,76,TE,2,8,0,10,2
4684327,Colby,Powers,Colby Powers,Colby Powers,234,76,TE,2,8,0,10,2
4684327,Colby,Powers,Colby Powers,Colby Powers,234,76,TE,2,8,0,10,2
4684551,Jake,Renda,Jake Renda,Jake Renda,230,76,TE,2,12,0,14,2
4684953,Sackett,Wood Jr.,Sackett Wood Jr.,Sackett Wood Jr.,240,76,TE,4,28,0,141,9
4685056,Reggie,Brown,Reggie Brown,Reggie Brown,245,75,TE,3,14,0,25,3
4685056,Reggie,Brown,Reggie Brown,Reggie Brown,245,75,TE,3,14,0,25,3
4685157,Blake,Smith,Blake Smith,Blake Smith,252,76,TE,3,28,1,30,2
4685289,Keyan,Burnett,Keyan Burnett,Keyan Burnett,245,78,TE,2,17,0,34,3
4685289,Keyan,Burnett,Keyan Burnett,Keyan Burnett,245,78,TE,2,17,0,34,3
4685289,Keyan,Burnett,Keyan Burnett,Keyan Burnett,245,78,TE,2,17,0,34,3
4685333,Andre,Dollar,Andre Dollar,Andre Dollar,242,77,TE,2,20,0,44,3
4685366,Benji,Gosnell,Benji Gosnell,Benji Gosnell,237,77,TE,1,23,0,116,10
4685393,Preston,Howard,Preston Howard,Preston Howard,238,77,TE,1,33,0,155,12
4685414,Jake,Johnson,Jake Johnson,Jake Johnson,240,78,TE,2,28,4,235,24
4685414,Jake,Johnson,Jake Johnson,Jake Johnson,240,78,TE,2,28,4,235,24
4685504,Sam,Roush,Sam Roush,Sam Roush,242,77,TE,2,31,0,288,28
4685504,Sam,Roush,Sam Roush,Sam Roush,242,77,TE,2,31,0,288,28
4685573,Holden,Staes,Holden Staes,Holden Staes,242,76,TE,2,40,4,176,15
4685573,Holden,Staes,Holden Staes,Holden Staes,242,76,TE,2,40,4,176,15
4685573,Holden,Staes,Holden Staes,Holden Staes,242,76,TE,2,40,4,176,15
4685784,Tre,Watson,Tre Watson,Tre Watson,245,77,TE,3,28,4,359,35
4685784,Tre,Watson,Tre Watson,Tre Watson,245,77,TE,3,28,4,359,35
4685784,Tre,Watson,Tre Watson,Tre Watson,245,77,TE,3,28,4,359,35
4686248,Nate,Boerkircher,Nate Boerkircher,Nate Boerkircher,245,77,TE,2,17,0,51,5
4686248,Nate,Boerkircher,Nate Boerkircher,Nate Boerkircher,245,77,TE,2,17,0,51,5
4686382,Jared,Casey,Jared Casey,Jared Casey,255,72,TE,3,24,2,85,7
4686438,Stevo,Klotz,Stevo Klotz,Stevo Klotz,260,76,TE,3,24,1,60,7
4686438,Stevo,Klotz,Stevo Klotz,Stevo Klotz,260,76,TE,3,24,1,60,7
4686454,Colin,O'Brien,Colin O'Brien,Colin O'Brien,245,78,TE,4,14,0,20,2
4686562,Christian,Lee,Christian Lee,Christian Lee,221,75,TE,3,34,0,43,4
4686692,Carlton,Brown III,Carlton Brown III,Carlton Brown III,227,78,TE,2,87,0,169,8
4686728,Gunnar,Helm,Gunnar Helm,Gunnar Helm,250,77,TE,3,31,2,186,13
4686728,Gunnar,Helm,Gunnar Helm,Gunnar Helm,250,77,TE,3,31,2,186,13
4686728,Gunnar,Helm,Gunnar Helm,Gunnar Helm,250,77,TE,3,31,2,186,13
4686854,Nick,Dottore,Nick Dottore,Nick Dottore,220,73,TE,3,17,0,33,3
4686854,Nick,Dottore,Nick Dottore,Nick Dottore,220,73,TE,3,17,0,33,3
4686854,Nick,Dottore,Nick Dottore,Nick Dottore,220,73,TE,3,17,0,33,3
4686854,Nick,Dottore,Nick Dottore,Nick Dottore,220,73,TE,3,17,0,33,3
4687486,Matt,Lauter,Matt Lauter,Matt Lauter,240,75,TE,2,59,3,157,9
4687509,Caden,Prieskorn,Caden Prieskorn,Caden Prieskorn,255,77,TE,4,35,2,313,20
4687509,Caden,Prieskorn,Caden Prieskorn,Caden Prieskorn,255,77,TE,4,35,2,313,20
4688552,Keleki,Latu,Keleki Latu,Keleki Latu,230,79,TE,3,30,0,179,14
4688731,Brandon,Lanier,Brandon Lanier,Brandon Lanier,230,74,TE,3,10,0,16,2
4688904,Reece,Adkins,Reece Adkins,Reece Adkins,240,78,TE,3,9,0,16,2
4689090,Brandon,Frazier,Brandon Frazier,Brandon Frazier,267,79,TE,4,39,1,66,5
4689590,Bryce,Kennon,Bryce Kennon,Bryce Kennon,235,75,TE,3,36,1,208,16
4689590,Bryce,Kennon,Bryce Kennon,Bryce Kennon,235,75,TE,3,36,1,208,16
4689590,Bryce,Kennon,Bryce Kennon,Bryce Kennon,235,75,TE,3,36,1,208,16
4689590,Bryce,Kennon,Bryce Kennon,Bryce Kennon,235,75,TE,3,36,1,208,16
4689590,Bryce,Kennon,Bryce Kennon,Bryce Kennon,235,75,TE,3,36,1,208,16
4689890,Zach,Fryar,Zach Fryar,Zach Fryar,240,73,TE,4,19,1,59,10
4690027,Hayden,Hagler,Hayden Hagler,Hayden Hagler,250,76,TE,4,28,2,92,11
4690027,Hayden,Hagler,Hayden Hagler,Hayden Hagler,250,76,TE,4,28,2,92,11
4690027,Hayden,Hagler,Hayden Hagler,Hayden Hagler,250,76,TE,4,28,2,92,11
4690170,DJ,Thomas-Jones,DJ Thomas-Jones,DJ Thomas-Jones,247,75,TE,4,33,3,212,24
4690170,DJ,Thomas-Jones,DJ Thomas-Jones,DJ Thomas-Jones,247,75,TE,4,33,3,212,24
4690170,DJ,Thomas-Jones,DJ Thomas-Jones,DJ Thomas-Jones,247,75,TE,4,33,3,212,24
4690170,DJ,Thomas-Jones,DJ Thomas-Jones,DJ Thomas-Jones,247,75,TE,4,33,3,212,24
4690923,Ben,Sinnott,Ben Sinnott,Ben Sinnott,245,76,TE,3,44,6,676,49
4690923,Ben,Sinnott,Ben Sinnott,Ben Sinnott,245,76,TE,3,44,6,676,49
4690984,Jayden,York,Jayden York,Jayden York,250,76,TE,3,19,1,30,3
4690984,Jayden,York,Jayden York,Jayden York,250,76,TE,3,19,1,30,3
4691101,Lavar,Lindo,Lavar Lindo,Lavar Lindo,245,76,TE,2,33,0,66,5
4691266,Noah,Caldwell,Noah Caldwell,Noah Caldwell,250,78,TE,3,25,1,47,5
4691266,Noah,Caldwell,Noah Caldwell,Noah Caldwell,250,78,TE,3,25,1,47,5
4691688,Robbie,Ouzts,Robbie Ouzts,Robbie Ouzts,258,76,TE,3,21,1,33,3
4691688,Robbie,Ouzts,Robbie Ouzts,Robbie Ouzts,258,76,TE,3,21,1,33,3
4692050,Ethan,Dirrim,Ethan Dirrim,Ethan Dirrim,235,74,TE,4,2,0,4,3
4692070,Andrew,May,Andrew May,Andrew May,230,76,TE,3,7,0,20,3
4692534,Jackson,Sumlin,Jackson Sumlin,Jackson Sumlin,220,74,TE,3,11,0,29,4
4692538,Jalin,Conyers,Jalin Conyers,Jalin Conyers,270,76,TE,3,50,0,362,30
4692538,Jalin,Conyers,Jalin Conyers,Jalin Conyers,270,76,TE,3,50,0,362,30
4692968,Travon,Jones,Travon Jones,Travon Jones,220,79,TE,2,32,0,153,15
4692968,Travon,Jones,Travon Jones,Travon Jones,220,79,TE,2,32,0,153,15
4692968,Travon,Jones,Travon Jones,Travon Jones,220,79,TE,2,32,0,153,15
4692968,Travon,Jones,Travon Jones,Travon Jones,220,79,TE,2,32,0,153,15
4693341,Joe,Stoffel,Joe Stoffel,Joe Stoffel,242,76,TE,4,49,6,288,25
4693370,Riley,Nowakowski,Riley Nowakowski,Riley Nowakowski,243,73,TE,3,23,1,56,6
4693865,Abdou,Diop,Abdou Diop,Abdou Diop,207,76,TE,4,14,0,27,3
4694056,Konor,Lathrop,Konor Lathrop,Konor Lathrop,233,76,TE,4,14,6,134,17
4694069,Marc,Taglieri Jr.,Marc Taglieri Jr.,Marc Taglieri Jr.,245,76,TE,4,29,2,115,10
4694069,Marc,Taglieri Jr.,Marc Taglieri Jr.,Marc Taglieri Jr.,245,76,TE,4,29,2,115,10
4694246,William,Parker,William Parker,William Parker,240,74,TE,4,8,1,12,4
4694247,Matt,Paske,Matt Paske,Matt Paske,245,76,TE,4,9,0,10,2
4694247,Matt,Paske,Matt Paske,Matt Paske,245,76,TE,4,9,0,10,2
4694288,James,Miller,James Miller,James Miller,245,76,TE,4,14,0,75,12
4694323,Andrew,Miklos,Andrew Miklos,Andrew Miklos,255,76,TE,4,6,0,5,3
4694355,Brandan,Serrano,Brandan Serrano,Brandan Serrano,245,72,TE,3,15,2,93,14
4694376,Dillon,Droze,Dillon Droze,Dillon Droze,230,75,TE,4,16,1,47,6
4694411,Matt,Robbert,Matt Robbert,Matt Robbert,240,76,TE,4,37,1,261,22
4694452,Myles,Morales,Myles Morales,Myles Morales,235,76,TE,3,23,0,100,7
4694468,Jace,Henry,Jace Henry,Jace Henry,250,76,TE,4,37,1,152,13
4694479,Nic,Sani,Nic Sani,Nic Sani,255,79,TE,4,13,0,17,2
4694494,Ry,Yates,Ry Yates,Ry Yates,235,76,TE,3,23,0,78,8
4694555,Alec,Keathley,Alec Keathley,Alec Keathley,223,75,TE,3,45,3,148,14
4694660,Tre,Maronic,Tre Maronic,Tre Maronic,215,75,TE,3,15,1,26,5
4694714,Aidan,Twombly,Aidan Twombly,Aidan Twombly,225,75,TE,4,38,3,558,38
4694741,Mitchell,Bothwell,Mitchell Bothwell,Mitchell Bothwell,240,77,TE,3,7,0,7,2
4694806,Jake,Vickers,Jake Vickers,Jake Vickers,255,75,TE,3,13,2,88,16
4694854,Tim,Nesslage,Tim Nesslage,Tim Nesslage,220,73,TE,4,12,0,68,11
4694869,Sam,Rodriguez,Sam Rodriguez,Sam Rodriguez,230,74,TE,4,80,0,252,12
